time,high,low,close,volume
1676647800,406.55,405.815,406.48,10664
1676648100,407.22,406.11,406.37,12276
1676648400,406.06,405.35,405.37,9566
1676648700,405.615,405.095,405.385,10285
1676649000,405.4,404.99,405.13,14043
1676649300,405.34,404.805,404.935,9390
1676649600,404.945,404.54,404.78,8067
1676649900,405.3,404.845,404.945,21042
1676650200,405.3,404.945,405.13,11334
1676650500,405.185,404.81,404.85,5332
1676650800,404.78,404.32,404.365,14010
1676651100,404.63,404.28,404.44,11114
1676651400,404.61,404.17,404.58,10225
1676651700,404.94,404.48,404.925,5009
1676652000,405.21,404.78,405.17,17789
1676652300,405.47,405.165,405.21,15850
1676652600,405.185,404.555,404.625,12642
1676652900,404.81,404.4,404.81,15012
1676653200,405.365,404.87,405.15,9902
1676653500,405.66,405.24,405.52,6438
1676653800,405.955,405.53,405.68,7386
1676654100,405.89,405.41,405.41,11044
1676654400,405.565,405.21,405.46,7038
1676654700,405.77,405.4,405.48,4002
1676655000,405.45,405.195,405.24,5987
1676655300,405.43,405.08,405.11,13696
1676655600,405.21,404.84,404.905,7365
1676655900,405.045,404.65,404.65,18004
1676656200,404.705,404.075,404.15,11110
1676656500,404.58,404.105,404.56,10173
1676656800,404.61,404.25,404.435,9615
1676657100,404.985,404.4,404.95,8415
1676657400,405.18,404.98,405.1,8684
1676657700,405.43,405.22,405.25,7511
1676658000,405.14,404.63,404.65,16099
1676658300,404.76,404.46,404.655,11265
1676658600,404.84,404.41,404.84,7428
1676658900,405.03,404.755,405.02,8871
1676659200,405.11,404.85,405.065,3535
1676659500,405.31,405.025,405.16,7821
1676659800,405.25,404.8,404.84,10241
1676660100,405.155,404.74,405.155,7159
1676660400,405.71,405.23,405.61,21420
1676660700,405.8,405.58,405.66,22076
1676661000,405.79,405.12,405.2,12551
1676661300,405.59,405.15,405.39,11973
1676661600,406.315,405.38,406.275,22685
1676661900,406.32,406.0,406.075,27666
1676662200,406.53,406.11,406.4,18109
1676662500,406.715,406.37,406.665,15789
1676662800,406.615,406.17,406.18,21486
1676663100,406.59,406.06,406.58,17828
1676663400,407.01,406.6,406.91,31279
1676663700,407.23,406.88,407.12,17811
1676664000,407.49,407.0,407.0,33241
1676664300,407.355,406.72,407.32,22217
1676664600,407.41,406.83,407.01,13780
1676664900,407.28,406.66,406.81,16780
1676665200,407.09,406.515,406.83,21780
1676665500,407.03,406.41,406.535,17208
1676665800,407.09,406.41,407.065,20698
1676666100,407.46,406.795,406.88,16460
1676666400,407.07,406.78,406.785,24199
1676666700,406.89,406.42,406.42,33790
1676667000,407.2,406.53,406.87,32553
1676667300,407.35,406.88,407.255,68717
1676667600,407.27,407.25,407.27,1000
1676667900,407.2,407.2,407.2,500
1676668200,407.07,407.02,407.07,2500
1676668500,407.2,406.95,407.2,1205
1676989500,403.32,403.32,403.32,200
1676989800,403.84,403.1,403.735,28366
1676990100,403.905,403.32,403.43,16654
1676990400,404.075,403.7,403.94,16824
1676990700,404.05,402.82,402.905,17244
1676991000,403.4,402.65,403.18,30297
1676991300,403.25,402.43,402.53,21591
1676991600,402.83,402.12,402.55,11683
1676991900,402.85,402.285,402.37,17177
1676992200,402.48,401.68,401.77,20162
1676992500,402.18,401.6,401.975,19516
1676992800,402.21,401.66,401.91,15981
1676993100,401.955,401.515,401.74,15188
1676993400,402.01,401.51,401.91,23670
1676993700,402.23,401.77,401.82,12742
1676994000,402.56,401.78,401.99,25872
1676994300,402.06,401.49,401.595,9603
1676994600,401.76,401.32,401.4,12926
1676994900,401.52,401.26,401.32,8632
1676995200,401.71,401.35,401.4,12105
1676995500,401.36,401.03,401.03,12547
1676995800,401.22,400.935,401.21,14938
1676996100,401.3,400.84,401.01,9031
1676996400,401.09,400.8,400.81,10656
1676996700,401.09,400.69,400.78,8605
1676997000,400.945,400.37,400.525,9554
1676997300,400.96,400.58,400.605,25289
1676997600,401.0,400.46,400.85,13287
1676997900,401.06,400.83,401.02,3271
1676998200,400.85,400.5,400.555,9465
1676998500,400.76,400.29,400.52,15610
1676998800,400.64,400.36,400.47,11229
1676999100,400.76,400.475,400.62,18721
1676999400,400.64,400.27,400.385,7942
1676999700,400.56,400.15,400.56,15457
1677000000,400.655,400.345,400.43,10857
1677000300,400.405,400.15,400.28,8730
1677000600,400.47,400.12,400.47,10524
1677000900,400.645,400.34,400.56,11575
1677001200,400.76,400.39,400.51,12820
1677001500,400.65,400.345,400.63,6541
1677001800,400.885,400.62,400.83,6838
1677002100,400.95,400.695,400.915,10209
1677002400,400.96,400.71,400.88,8167
1677002700,400.91,400.44,400.47,9094
